time,volume
546.5,-1.0018028073766061e-16
546.625,-1.0018028073766061e-16
546.75,-1.0018028073766061e-16
546.875,-1.0018028073766061e-16
547.0,-1.0018028073766061e-16
547.125,-1.0018028073766061e-16
547.25,-1.0018028073766061e-16
547.375,-1.0018028073766061e-16
547.5,-1.0018028073766061e-16
547.625,-1.0018028073766061e-16
547.75,-1.0018028073766061e-16
547.875,-1.0018028073766061e-16
548.0,-1.0018028073766061e-16
548.125,-1.0018028073766061e-16
548.25,-1.0018028073766061e-16
548.375,-1.0018028073766061e-16
548.5,-1.0018028073766061e-16
548.625,-1.0018028073766061e-16
548.75,-1.0018028073766061e-16
548.875,-1.0018028073766061e-16
549.0,-1.0018028073766061e-16
549.125,-1.0018028073766061e-16
549.25,-1.0018028073766061e-16
549.375,-1.0018028073766061e-16
549.5,-1.0018028073766061e-16
549.625,-1.0018028073766061e-16
549.75,-1.0018028073766061e-16
549.875,-1.0018028073766061e-16
550.0,-1.0018028073766061e-16
550.125,0.002083333333333233
550.25,0.004166666666666567
550.375,0.0062499999999999
550.5,0.008333333333333233
550.625,0.010416666666666565
550.75,0.012499999999999898
550.875,0.014583333333333231
551.0,0.016666666666666566
551.125,0.0187499999999999
551.25,0.02083333333333323
551.375,0.022916666666666564
551.5,0.024999999999999897
551.625,0.02708333333333323
551.75,0.029166666666666563
551.875,0.031249999999999896
552.0,0.03333333333333323
552.125,0.03541666666666656
552.25,0.037499999999999895
552.375,0.03958333333333323
552.5,0.04166666666666656
552.625,0.04374999999999989
552.75,0.045833333333333226
552.875,0.04791666666666656
553.0,0.04999999999999989
553.125,0.052083333333333225
553.25,0.05416666666666656
553.375,0.05624999999999989
553.5,0.05833333333333322
553.625,0.060416666666666556
553.75,0.06249999999999989
553.875,0.06458333333333323
554.0,0.06666666666666657
554.125,0.06874999999999991
554.25,0.07083333333333325
554.375,0.07291666666666659
554.5,0.07499999999999993
554.625,0.07708333333333327
554.75,0.07916666666666661
554.875,0.08124999999999995
555.0,0.08333333333333329
555.125,0.08541666666666663
555.25,0.08749999999999997
555.375,0.0895833333333333
555.5,0.09166666666666665
555.625,0.09031862745098038
555.75,0.0889705882352941
555.875,0.08762254901960784
556.0,0.08627450980392157
556.125,0.0849264705882353
556.25,0.08357843137254903
556.375,0.08223039215686276
556.5,0.08088235294117649
556.625,0.07953431372549022
556.75,0.07818627450980395
556.875,0.07683823529411768
557.0,0.07549019607843141
557.125,0.07414215686274514
557.25,0.07279411764705887
557.375,0.0714460784313726
557.5,0.07009803921568633
557.625,0.06875000000000006
557.75,0.06740196078431379
557.875,0.06605392156862752
558.0,0.06470588235294125
558.125,0.06335784313725498
558.25,0.062009803921568706
558.375,0.06066176470588243
558.5,0.05931372549019615
558.625,0.057965686274509876
558.75,0.0566176470588236
558.875,0.05526960784313732
559.0,0.053921568627451046
559.125,0.05257352941176477
559.25,0.05122549019607849
559.375,0.049877450980392216
559.5,0.04852941176470594
559.625,0.04718137254901966
559.75,0.045833333333333386
559.875,0.04448529411764711
560.0,0.04313725490196083
560.125,0.041789215686274556
560.25,0.04044117647058828
560.375,0.039093137254902
560.5,0.037745098039215726
560.625,0.03639705882352945
560.75,0.03504901960784317
560.875,0.033700980392156896
561.0,0.03235294117647062
561.125,0.031004901960784346
561.25,0.029656862745098073
561.375,0.0283088235294118
561.5,0.026960784313725526
561.625,0.025612745098039253
561.75,0.02426470588235298
561.875,0.022916666666666707
562.0,0.021568627450980433
562.125,0.02022058823529416
562.25,0.018872549019607887
562.375,0.017524509803921614
562.5,0.01617647058823534
562.625,0.014828431372549066
562.75,0.013480392156862791
562.875,0.012132352941176516
563.0,0.010784313725490241
563.125,0.009436274509803966
563.25,0.008088235294117691
563.375,0.006740196078431417
563.5,0.005392156862745143
563.625,0.004044117647058869
563.75,0.002696078431372595
563.875,0.0013480392156863207
564.0,4.640385298237959e-17
564.125,4.640385298237959e-17
564.25,4.640385298237959e-17
564.375,4.640385298237959e-17
564.5,4.640385298237959e-17
564.625,4.640385298237959e-17
564.75,4.640385298237959e-17
564.875,4.640385298237959e-17
565.0,4.640385298237959e-17
565.125,4.640385298237959e-17
565.25,4.640385298237959e-17
565.375,4.640385298237959e-17
565.5,4.640385298237959e-17
565.625,4.640385298237959e-17
565.75,4.640385298237959e-17
565.875,4.640385298237959e-17
566.0,4.640385298237959e-17
566.125,4.640385298237959e-17
566.25,4.640385298237959e-17
566.375,4.640385298237959e-17
566.5,4.640385298237959e-17
566.625,4.640385298237959e-17
566.75,4.640385298237959e-17
566.875,4.640385298237959e-17
567.0,4.640385298237959e-17
567.125,4.640385298237959e-17
567.25,4.640385298237959e-17
567.375,4.640385298237959e-17
567.5,4.640385298237959e-17
567.625,4.640385298237959e-17
567.75,4.640385298237959e-17
567.875,4.640385298237959e-17
568.0,4.640385298237959e-17
568.125,4.640385298237959e-17
568.25,4.640385298237959e-17
568.375,4.640385298237959e-17
568.5,4.640385298237959e-17
568.625,4.640385298237959e-17
568.75,4.640385298237959e-17
568.875,4.640385298237959e-17
569.0,4.640385298237959e-17
569.125,4.640385298237959e-17
569.25,4.640385298237959e-17
569.375,4.640385298237959e-17
569.5,4.640385298237959e-17
569.625,4.640385298237959e-17
569.75,4.640385298237959e-17
569.875,4.640385298237959e-17
570.0,4.640385298237959e-17
570.125,4.640385298237959e-17
570.25,4.640385298237959e-17
570.375,4.640385298237959e-17
570.5,4.640385298237959e-17
570.625,4.640385298237959e-17
570.75,4.640385298237959e-17
570.875,4.640385298237959e-17
571.0,4.640385298237959e-17
571.125,4.640385298237959e-17
571.25,4.640385298237959e-17
571.375,4.640385298237959e-17
571.5,4.640385298237959e-17
571.625,4.640385298237959e-17
571.75,4.640385298237959e-17
571.875,4.640385298237959e-17
572.0,4.640385298237959e-17
572.125,4.640385298237959e-17
572.25,4.640385298237959e-17
572.375,4.640385298237959e-17
572.5,4.640385298237959e-17
572.625,0.0020833333333333797
572.75,0.004166666666666713
572.875,0.0062500000000000454
573.0,0.008333333333333378
573.125,0.010416666666666711
573.25,0.012500000000000044
573.375,0.014583333333333377
573.5,0.01666666666666671
573.625,0.018750000000000044
573.75,0.020833333333333377
573.875,0.02291666666666671
574.0,0.025000000000000043
574.125,0.027083333333333376
574.25,0.02916666666666671
574.375,0.03125000000000004
574.5,0.033333333333333375
574.625,0.03541666666666671
574.75,0.03750000000000004
574.875,0.03958333333333337
575.0,0.041666666666666706
575.125,0.04375000000000004
575.25,0.04583333333333337
575.375,0.047916666666666705
575.5,0.05000000000000004
575.625,0.05208333333333337
575.75,0.0541666666666667
575.875,0.056250000000000036
576.0,0.05833333333333337
576.125,0.0604166666666667
576.25,0.06250000000000004
576.375,0.06458333333333338
576.5,0.06666666666666672
576.625,0.06875000000000006
576.75,0.0708333333333334
576.875,0.07291666666666674
577.0,0.07500000000000008
577.125,0.07708333333333342
577.25,0.07916666666666676
577.375,0.0812500000000001
577.5,0.08333333333333344
577.625,0.08541666666666678
577.75,0.08410256410256421
577.875,0.08278846153846164
578.0,0.08147435897435908
578.125,0.08016025641025651
578.25,0.07884615384615394
578.375,0.07753205128205137
578.5,0.0762179487179488
578.625,0.07490384615384624
578.75,0.07358974358974367
578.875,0.0722756410256411
579.0,0.07096153846153853
579.125,0.06964743589743597
579.25,0.0683333333333334
579.375,0.06701923076923083
579.5,0.06570512820512826
579.625,0.0643910256410257
579.75,0.06307692307692313
579.875,0.06176282051282056
580.0,0.06044871794871799
580.125,0.059134615384615424
580.25,0.05782051282051286
580.375,0.05650641025641029
580.5,0.05519230769230772
580.625,0.05387820512820515
580.75,0.052564102564102586
580.875,0.05125000000000002
581.0,0.04993589743589745
581.125,0.04862179487179488
581.25,0.047307692307692314
581.375,0.04599358974358975
581.5,0.04467948717948718
581.625,0.04336538461538461
581.75,0.04205128205128204
581.875,0.040737179487179476
582.0,0.03942307692307691
582.125,0.03810897435897434
582.25,0.03679487179487177
582.375,0.035480769230769205
582.5,0.03416666666666664
582.625,0.03285256410256407
582.75,0.0315384615384615
582.875,0.030224358974358937
583.0,0.028910256410256373
583.125,0.02759615384615381
583.25,0.026282051282051244
583.375,0.02496794871794868
583.5,0.023653846153846116
583.625,0.02233974358974355
583.75,0.021025641025640987
583.875,0.019711538461538423
584.0,0.01839743589743586
584.125,0.017083333333333294
584.25,0.01576923076923073
584.375,0.014455128205128164
584.5,0.013141025641025598
584.625,0.011826923076923032
584.75,0.010512820512820466
584.875,0.0091987179487179
585.0,0.007884615384615334
585.125,0.006570512820512768
585.25,0.005256410256410202
585.375,0.003942307692307636
585.5,0.0026282051282050696
585.625,0.0013141025641025038
585.75,-6.201636426617085e-17
585.875,-6.201636426617085e-17
586.0,-6.201636426617085e-17
586.125,-6.201636426617085e-17
586.25,-6.201636426617085e-17
586.375,-6.201636426617085e-17
586.5,-6.201636426617085e-17
586.625,-6.201636426617085e-17
586.75,-6.201636426617085e-17
586.875,-6.201636426617085e-17
587.0,-6.201636426617085e-17
587.125,-6.201636426617085e-17
587.25,-6.201636426617085e-17
587.375,-6.201636426617085e-17
587.5,-6.201636426617085e-17
587.625,-6.201636426617085e-17
587.75,-6.201636426617085e-17
587.875,-6.201636426617085e-17
588.0,-6.201636426617085e-17
588.125,-6.201636426617085e-17
588.25,-6.201636426617085e-17
588.375,-6.201636426617085e-17
588.5,-6.201636426617085e-17
588.625,-6.201636426617085e-17
588.75,-6.201636426617085e-17
588.875,-6.201636426617085e-17
589.0,-6.201636426617085e-17
589.125,-6.201636426617085e-17
589.25,-6.201636426617085e-17
589.375,-6.201636426617085e-17
589.5,-6.201636426617085e-17
589.625,-6.201636426617085e-17
589.75,-6.201636426617085e-17
589.875,-6.201636426617085e-17
590.0,-6.201636426617085e-17
590.125,-6.201636426617085e-17
590.25,-6.201636426617085e-17
590.375,-6.201636426617085e-17
590.5,-6.201636426617085e-17
590.625,-6.201636426617085e-17
590.75,-6.201636426617085e-17
590.875,-6.201636426617085e-17
591.0,-6.201636426617085e-17
591.125,-6.201636426617085e-17
591.25,-6.201636426617085e-17
591.375,-6.201636426617085e-17
591.5,-6.201636426617085e-17
591.625,-6.201636426617085e-17
591.75,-6.201636426617085e-17
591.875,-6.201636426617085e-17
592.0,-6.201636426617085e-17
592.125,-6.201636426617085e-17
592.25,-6.201636426617085e-17
592.375,-6.201636426617085e-17
592.5,-6.201636426617085e-17
592.625,-6.201636426617085e-17
592.75,-6.201636426617085e-17
592.875,-6.201636426617085e-17
593.0,-6.201636426617085e-17
593.125,-6.201636426617085e-17
593.25,-6.201636426617085e-17
593.375,-6.201636426617085e-17
593.5,-6.201636426617085e-17
593.625,-6.201636426617085e-17
593.75,-6.201636426617085e-17
593.875,-6.201636426617085e-17
594.0,-6.201636426617085e-17
594.125,-6.201636426617085e-17
594.25,-6.201636426617085e-17
594.375,-6.201636426617085e-17
594.5,-6.201636426617085e-17
594.625,-6.201636426617085e-17
594.75,-6.201636426617085e-17
594.875,-6.201636426617085e-17
595.0,-6.201636426617085e-17
595.125,-6.201636426617085e-17
595.25,-6.201636426617085e-17
595.375,-6.201636426617085e-17
595.5,-6.201636426617085e-17
595.625,-6.201636426617085e-17
595.75,-6.201636426617085e-17
595.875,-6.201636426617085e-17
596.0,-6.201636426617085e-17
596.125,-6.201636426617085e-17
596.25,-6.201636426617085e-17
596.375,-6.201636426617085e-17
596.5,-6.201636426617085e-17
596.625,-6.201636426617085e-17
596.75,-6.201636426617085e-17
596.875,-6.201636426617085e-17
597.0,-6.201636426617085e-17
597.125,-6.201636426617085e-17
597.25,-6.201636426617085e-17
597.375,-6.201636426617085e-17
597.5,-6.201636426617085e-17
597.625,0.0020833333333332713
597.75,0.004166666666666605
597.875,0.006249999999999938
598.0,0.00833333333333327
598.125,0.010416666666666604
598.25,0.012499999999999937
598.375,0.01458333333333327
598.5,0.016666666666666604
598.625,0.018749999999999937
598.75,0.02083333333333327
598.875,0.022916666666666603
599.0,0.024999999999999935
599.125,0.02708333333333327
599.25,0.0291666666666666
599.375,0.031249999999999934
599.5,0.03333333333333327
599.625,0.0354166666666666
599.75,0.037499999999999936
599.875,0.03958333333333327
600.0,0.0416666666666666
600.125,0.043749999999999935
600.25,0.04583333333333327
600.375,0.0479166666666666
600.5,0.04999999999999993
600.625,0.052083333333333266
600.75,0.0541666666666666
600.875,0.05624999999999993
601.0,0.058333333333333265
601.125,0.0604166666666666
601.25,0.06249999999999993
601.375,0.06458333333333327
601.5,0.06666666666666661
601.625,0.06874999999999995
601.75,0.07083333333333329
601.875,0.07291666666666663
602.0,0.07499999999999997
602.125,0.07708333333333331
602.25,0.07916666666666665
602.375,0.08124999999999999
602.5,0.08333333333333333
602.625,0.08541666666666667
602.75,0.08750000000000001
602.875,0.08958333333333335
603.0,0.09166666666666669
603.125,0.09375000000000003
603.25,0.09583333333333337
603.375,0.09420903954802264
603.5,0.0925847457627119
603.625,0.09096045197740117
603.75,0.08933615819209044
603.875,0.08771186440677971
604.0,0.08608757062146898
604.125,0.08446327683615824
604.25,0.08283898305084751
604.375,0.08121468926553678
604.5,0.07959039548022605
604.625,0.07796610169491532
604.75,0.07634180790960458
604.875,0.07471751412429385
605.0,0.07309322033898312
605.125,0.07146892655367239
605.25,0.06984463276836166
605.375,0.06822033898305092
605.5,0.06659604519774019
605.625,0.06497175141242946
605.75,0.06334745762711873
605.875,0.061723163841807996
606.0,0.060098870056497264
606.125,0.05847457627118653
606.25,0.0568502824858758
606.375,0.05522598870056507
606.5,0.053601694915254336
606.625,0.051977401129943604
606.75,0.05035310734463287
606.875,0.04872881355932214
607.0,0.04710451977401141
607.125,0.045480225988700676
607.25,0.043855932203389944
607.375,0.04223163841807921
607.5,0.04060734463276848
607.625,0.03898305084745775
607.75,0.037358757062147016
607.875,0.035734463276836284
608.0,0.03411016949152555
608.125,0.03248587570621482
608.25,0.030861581920904085
608.375,0.02923728813559335
608.5,0.027612994350282614
608.625,0.02598870056497188
608.75,0.024364406779661143
608.875,0.022740112994350407
609.0,0.021115819209039672
609.125,0.019491525423728936
609.25,0.0178672316384182
609.375,0.016242937853107466
609.5,0.01461864406779673
609.625,0.012994350282485995
609.75,0.01137005649717526
609.875,0.009745762711864524
610.0,0.008121468926553788
610.125,0.006497175141243053
610.25,0.004872881355932317
610.375,0.0032485875706215824
610.5,0.0016242937853108473
610.625,1.1232334506949826e-16
610.75,1.1232334506949826e-16
610.875,1.1232334506949826e-16
611.0,1.1232334506949826e-16
611.125,1.1232334506949826e-16
611.25,1.1232334506949826e-16
611.375,1.1232334506949826e-16
611.5,1.1232334506949826e-16
611.625,1.1232334506949826e-16
611.75,1.1232334506949826e-16
611.875,1.1232334506949826e-16
612.0,1.1232334506949826e-16
612.125,1.1232334506949826e-16
612.25,1.1232334506949826e-16
612.375,1.1232334506949826e-16
612.5,1.1232334506949826e-16
612.625,1.1232334506949826e-16
612.75,1.1232334506949826e-16
612.875,1.1232334506949826e-16
613.0,1.1232334506949826e-16
613.125,1.1232334506949826e-16
613.25,1.1232334506949826e-16
613.375,1.1232334506949826e-16
613.5,1.1232334506949826e-16
613.625,1.1232334506949826e-16
613.75,1.1232334506949826e-16
613.875,1.1232334506949826e-16
614.0,1.1232334506949826e-16
614.125,1.1232334506949826e-16
614.25,1.1232334506949826e-16
614.375,1.1232334506949826e-16
614.5,1.1232334506949826e-16
614.625,1.1232334506949826e-16
614.75,1.1232334506949826e-16
614.875,1.1232334506949826e-16
615.0,1.1232334506949826e-16
615.125,1.1232334506949826e-16
615.25,1.1232334506949826e-16
615.375,1.1232334506949826e-16
615.5,1.1232334506949826e-16
615.625,1.1232334506949826e-16
615.75,1.1232334506949826e-16
615.875,1.1232334506949826e-16
616.0,1.1232334506949826e-16
616.125,1.1232334506949826e-16
616.25,1.1232334506949826e-16
616.375,1.1232334506949826e-16
616.5,1.1232334506949826e-16
616.625,1.1232334506949826e-16
616.75,1.1232334506949826e-16
616.875,1.1232334506949826e-16
617.0,1.1232334506949826e-16
617.125,1.1232334506949826e-16
617.25,1.1232334506949826e-16
617.375,1.1232334506949826e-16
617.5,1.1232334506949826e-16
617.625,1.1232334506949826e-16
617.75,1.1232334506949826e-16
617.875,1.1232334506949826e-16
618.0,1.1232334506949826e-16
618.125,1.1232334506949826e-16
618.25,1.1232334506949826e-16
618.375,1.1232334506949826e-16
618.5,1.1232334506949826e-16
618.625,1.1232334506949826e-16
618.75,1.1232334506949826e-16
618.875,1.1232334506949826e-16
619.0,1.1232334506949826e-16
619.125,1.1232334506949826e-16
619.25,1.1232334506949826e-16
619.375,1.1232334506949826e-16
619.5,1.1232334506949826e-16
619.625,1.1232334506949826e-16
619.75,1.1232334506949826e-16
619.875,1.1232334506949826e-16
620.0,1.1232334506949826e-16
620.125,1.1232334506949826e-16
620.25,1.1232334506949826e-16
620.375,1.1232334506949826e-16
620.5,1.1232334506949826e-16
620.625,1.1232334506949826e-16
620.75,1.1232334506949826e-16
620.875,1.1232334506949826e-16
621.0,1.1232334506949826e-16
621.125,1.1232334506949826e-16
621.25,1.1232334506949826e-16
621.375,1.1232334506949826e-16
621.5,1.1232334506949826e-16
621.625,1.1232334506949826e-16
621.75,1.1232334506949826e-16
621.875,1.1232334506949826e-16
622.0,1.1232334506949826e-16
622.125,1.1232334506949826e-16
622.25,1.1232334506949826e-16
622.375,1.1232334506949826e-16
622.5,1.1232334506949826e-16
622.625,1.1232334506949826e-16
622.75,1.1232334506949826e-16
622.875,1.1232334506949826e-16
623.0,1.1232334506949826e-16
623.125,1.1232334506949826e-16
623.25,1.1232334506949826e-16
623.375,1.1232334506949826e-16
623.5,1.1232334506949826e-16
623.625,1.1232334506949826e-16
623.75,1.1232334506949826e-16
623.875,1.1232334506949826e-16
624.0,1.1232334506949826e-16
