time,pressure
505.625,-5.2079197652507805
505.75,-3.3681317899671415
505.875,0.26058361925229523
506.0,3.8637487703980162
506.125,5.605824653755548
506.25,5.537784739990188
506.375,5.469744826224826
506.5,5.401846074106279
506.625,5.325336461531951
506.75,5.257437709413406
506.875,5.185162946243561
507.0,5.121499043529497
507.125,5.053459129764135
507.25,4.998264925859039
507.375,4.942929560307126
507.5,4.896205055210996
507.625,4.845245700710383
507.75,4.802756045018736
507.875,4.7517966905181215
508.0,4.704931023775177
508.125,4.658206518679047
508.25,4.619951712391883
508.375,4.586072917156018
508.5,4.547818110868853
508.625,4.513798153986173
508.75,4.479778197103492
508.875,4.445899401867626
509.0,4.407644595580463
509.125,4.369389789293298
509.25,4.32690013360165
509.375,4.288645327314487
509.5,4.250390521027324
509.625,4.216370564144643
509.75,4.186726618313259
509.875,4.161176360239545
510.0,4.135626102165831
510.125,4.105840994687634
510.25,4.076197048856251
510.375,4.046411941378053
510.5,4.016626833899856
510.625,3.9953114252306245
510.75,3.9826068770171745
510.875,3.9741371782082084
511.0,3.961432629994759
511.125,3.944493232376828
511.25,3.9233189853544124
511.375,3.893533877876214
511.5,3.8637487703980162
511.625,3.833963662919818
511.75,3.8085545664929215
511.875,3.787380319470504
512.0,3.7702997602057575
512.125,3.7574540503454896
512.25,3.736138641676259
512.375,3.7149643946538435
512.5,3.6895552982269453
512.625,3.6683810512045296
512.75,3.651441653586596
512.875,3.6385959437263313
513.0,3.6299850832705474
513.125,3.617139373410283
513.25,3.604434825196835
513.375,3.5874954275789026
513.5,3.562086331152003
513.625,3.5409120841295887
513.75,3.523972686511655
513.875,3.511126976651391
514.0,3.4982812667911247
514.125,3.4854355569308586
514.25,3.476965858121894
514.375,3.4642613099084443
514.5,3.4515567616949943
514.625,3.4388522134815447
514.75,3.4261476652680964
514.875,3.4134431170546464
515.0,3.400738568841197
515.125,3.3878928589809307
515.25,3.37928199852515
515.375,3.3664362886648838
515.5,3.3579665898559177
515.625,3.336792342833502
515.75,3.31985294521557
515.875,3.2944438487886702
516.0,3.2775044511707385
516.125,3.2604238919059902
516.25,3.251813031450209
516.375,3.2432021709944254
516.5,3.2347324721854593
516.625,3.2220279239720098
516.75,3.2050885263540776
516.875,3.1881491287361454
517.0,3.179679429927178
517.125,3.179679429927178
517.25,3.1839142793316615
517.375,3.1881491287361454
517.5,3.1923839781406276
517.625,3.1966188275451115
517.75,3.1923839781406276
517.875,3.1881491287361454
518.0,3.179679429927178
518.125,3.175444580522696
518.25,3.1712097311182132
518.375,3.1712097311182132
518.5,3.1712097311182132
518.625,3.175444580522696
518.75,3.179679429927178
518.875,3.179679429927178
519.0,3.171209731118212
519.125,3.162740032309247
519.25,3.1542703335002815
519.375,3.1500354840957976
519.5,3.145800634691314
519.625,3.145800634691314
519.75,3.1500354840957976
519.875,3.1500354840957976
520.0,3.1456594730444976
520.125,3.1328137631842328
520.25,3.1284377521329327
520.375,3.1242029027284492
520.5,3.1242029027284492
520.625,3.119968053323967
520.75,3.1242029027284492
520.875,3.1328137631842328
521.0,3.141424623640014
521.125,3.145800634691314
521.25,3.1500354840957976
521.375,3.1542703335002815
521.5,3.162740032309247
521.625,3.166974881713731
521.75,3.1796794299271793
521.875,3.1881491287361454
522.0,3.2050885263540776
522.125,3.213558225163045
522.25,3.2220279239720098
522.375,3.226262773376492
522.5,3.2391084832367594
522.625,3.2646587413104737
522.75,3.298678698193154
522.875,3.345403203289284
523.0,3.4048322565988642
523.125,3.4855767185776747
523.25,3.579025728769935
523.375,3.6853204488224613
523.5,3.787239157823688
523.625,3.884923017420432
523.75,3.9741371782082084
523.875,4.054881640187021
524.0,4.1313912527613486
524.125,4.199290004879895
524.25,4.263095069240773
524.375,4.314054423741386
524.5,4.348074380624068
524.625,4.365013778241998
524.75,4.369248627646482
524.875,4.356544079433034
525.0,4.331134983006134
525.125,4.288645327314487
525.25,4.237685972813874
525.375,4.178115757857479
525.5,4.110217005738932
525.625,4.037942242569087
525.75,3.965808641046059
525.875,3.8977687272806967
526.0,3.838339673971118
526.125,3.778769459014722
526.25,3.732044953918592
526.375,3.6853204488224613
526.5,3.6513004919397796
526.625,3.608810836248133
526.75,3.570556029960969
526.875,3.5323012236738065
527.0,3.506750965600091
527.125,3.48543555693086
527.25,3.4727310087174104
527.375,3.4600264605039603
527.5,3.4557916110994764
527.625,3.4557916110994764
527.75,3.4684961593129264
527.875,3.4982812667911247
528.0,3.5450057718872547
528.125,3.608810836248133
528.25,3.6724747389621957
528.375,3.740514652727558
528.5,3.817024265301886
528.625,3.906238426089664
528.75,4.003922285686406
528.875,4.097371295878667
529.0,4.190961467717743
529.125,4.267471080292072
529.25,4.339745843461916
529.375,4.407644595580463
529.5,4.479919358750307
529.625,4.547818110868853
529.75,4.615858024634215
529.875,4.6795219273482775
530.0,4.743326991709155
530.125,4.802756045018736
530.25,4.862326259975133
530.375,4.921755313284712
530.5,4.976949517189807
530.625,5.032143721094904
530.75,5.087337925000002
530.875,5.1426732905519135
531.0,5.197867494457011
531.125,5.2445919995531405
531.25,5.287081655244787
531.375,5.3295713109364335
531.5,5.380671827083862
531.625,5.43586603098896
531.75,5.4910602348940545
531.875,5.5420195893946715
532.0,5.597213793299766
532.125,5.652549158851679
532.25,5.707743362756775
532.375,5.758843878904207
532.5,5.814038082809302
532.625,5.864997437309915
532.75,5.92019164121501
532.875,5.9711509957156235
533.0,6.026486361267537
533.125,6.068976016959184
533.25,6.107230823246349
533.375,6.141109618482214
533.5,6.179364424769377
533.625,6.213384381652057
533.75,6.2474043385347375
533.875,6.272813434961638
534.0,6.293987681984055
534.125,6.306833391844319
534.25,6.306833391844319
534.375,6.294128843630869
534.5,6.2685785855571545
534.625,6.2431694891302545
534.75,6.209149532247576
534.875,6.166659876555928
535.0,6.115700522055315
535.125,6.0647411675547005
535.25,6.009546963649603
535.375,5.945741899288724
535.5,5.8734671361188795
535.625,5.805427222353518
535.75,5.737387308588157
535.875,5.677958255278578
536.0,5.614294352564515
536.125,5.563334998063901
536.25,5.5081407941588045
536.375,5.44857057920241
536.5,5.380671827083862
536.625,5.308397063914018
536.75,5.236122300744174
536.875,5.1596126881698465
537.0,5.083103075595519
537.125,5.010969474072489
537.25,4.942929560307126
537.375,4.879265657593063
537.5,4.815460593232186
537.625,4.7517966905181215
537.75,4.687991626157244
537.875,4.624327723443183
538.0,4.564757508486786
538.125,4.5095633045816905
538.25,4.462838799485558
538.375,4.420349143793912
538.5,4.382094337506748
538.625,4.343839531219584
538.75,4.301349875527937
538.875,4.263095069240773
539.0,4.229075112358092
539.125,4.203666015931193
539.25,4.169646059048513
539.375,4.135626102165831
539.5,4.101606145283151
539.625,4.076197048856251
539.75,4.046411941378053
539.875,4.012391984495372
540.0,3.9741371782082084
540.125,3.9402583829723428
540.25,3.9104732754941463
540.375,3.889157866824914
540.5,3.8678424581556823
540.625,3.846668211133268
540.75,3.8254939641108536
540.875,3.800084867683954
541.0,3.778769459014722
541.125,3.7532192009410075
541.25,3.736138641676259
541.375,3.7149643946538435
541.5,3.6980249970359114
541.625,3.681085599417979
541.75,3.6683810512045296
541.875,3.6556765029910796
542.0,3.6428307931308153
542.125,3.621515384461583
542.25,3.600199975792351
542.375,3.5790257287699365
542.5,3.566321180556487
542.625,3.553616632343037
542.75,3.5409120841295874
542.875,3.528207535916139
543.0,3.515361826055873
543.125,3.502516116195608
543.25,3.48543555693086
543.375,3.4684961593129264
543.5,3.4515567616949943
543.625,3.4346173640770625
543.75,3.4219128158636125
543.875,3.4134431170546464
544.0,3.4134431170546464
544.125,3.404973418245681
544.25,3.396503719436713
544.375,3.3836580095764486
544.5,3.3750471491206664
544.625,3.3622014392604016
544.75,3.353731740451434
544.875,3.349496891046952
545.0,3.349496891046952
545.125,3.349496891046952
545.25,3.349496891046952
545.375,3.349496891046952
545.5,3.345262041642468
545.625,3.345262041642468
545.75,3.349496891046952
545.875,3.3622014392604003
546.0,3.3706711380693664
546.125,3.383516847929632
546.25,3.396362557789898
546.375,3.409208267650163
546.5,3.404973418245681
546.625,3.3921277083854147
546.75,3.37928199852515
546.875,3.3706711380693664
547.0,3.3622014392604016
547.125,3.349496891046952
547.25,3.341027192237984
547.375,3.332557493429018
547.5,3.324087794620052
547.625,3.3113832464066038
547.75,3.298678698193154
547.875,3.290208999384188
548.0,3.2817393005752207
548.125,3.2732696017662546
548.25,3.2604238919059902
548.375,3.2561890425015063
548.5,3.2561890425015063
548.625,3.2605650535528063
548.75,3.2647999029572903
548.875,3.2647999029572903
549.0,3.273269601766256
549.125,3.2817393005752207
549.25,3.2944438487886702
549.375,3.3071483970021203
549.5,3.31985294521557
549.625,3.332557493429018
549.75,3.341027192237984
549.875,3.345262041642468
550.0,3.353731740451434
550.125,3.3665774503116985
550.25,3.387892858980932
550.375,3.4219128158636125
550.5,3.460026460503962
550.625,3.5194555138135404
550.75,3.5874954275789026
550.875,3.6853204488224613
551.0,3.783004308419204
551.125,3.889157866824914
551.25,3.991076575826142
551.375,4.088901597069701
551.5,4.178115757857479
551.625,4.258860219836291
551.75,4.339604681815102
551.875,4.41611429438943
552.0,4.479919358750308
552.125,4.543583261464371
552.25,4.611623175229733
552.375,4.6795219273482775
552.5,4.747561841113639
552.625,4.815460593232186
552.75,4.887735356402032
552.875,4.959868957925059
553.0,5.023674022285938
553.125,5.083103075595519
553.25,5.134203591742947
553.375,5.189397795648045
553.5,5.24896801060444
553.625,5.304162214509537
553.75,5.359356418414632
553.875,5.414550622319729
554.0,5.473979675629308
554.125,5.5293150411812215
554.25,5.580274395681833
554.375,5.631374911829265
554.5,5.6823342663298755
554.625,5.729058771426007
554.75,5.7757832765221355
554.875,5.822507781618267
555.0,5.873467136118881
555.125,5.92019164121501
555.25,5.954211598097692
555.375,5.971292157362441
555.5,5.975527006766924
555.625,5.975527006766924
555.75,5.967057307957958
555.875,5.949976748693208
556.0,5.92019164121501
556.125,5.8861716843323295
556.25,5.843682028640682
556.375,5.7884878247355855
556.5,5.724682760374709
556.625,5.652549158851681
556.75,5.584509245086316
556.875,5.516610492967772
557.0,5.444335729797926
557.125,5.372202128274898
557.25,5.299927365105053
557.375,5.231887451339691
557.5,5.1596126881698465
557.625,5.083103075595519
557.75,5.010969474072489
557.875,4.942929560307126
558.0,4.875030808188579
558.125,4.80699089442322
558.25,4.739092142304675
558.375,4.675287077943794
558.5,4.611623175229733
558.625,4.547818110868853
558.75,4.488389057559273
558.875,4.433053692007362
559.0,4.38632918691123
559.125,4.3396046818151
559.25,4.297115026123455
559.375,4.254625370431807
559.5,4.216370564144643
559.625,4.178115757857479
559.75,4.1313912527613486
559.875,4.088901597069701
560.0,4.046411941378053
560.125,4.016626833899856
560.25,3.9868417264216585
560.375,3.961432629994759
560.5,3.9360235335678606
560.625,3.9104732754941463
560.75,3.8806881680159497
560.875,3.85090306053775
561.0,3.8212591147063697
561.125,3.795850018279472
561.25,3.774534609610238
561.375,3.7532192009410075
561.5,3.736138641676259
561.625,3.7149643946538435
561.75,3.6980249970359114
561.875,3.6726159006090118
562.0,3.6513004919397796
562.125,3.625750233866065
562.25,3.604434825196835
562.375,3.5874954275789013
562.5,3.570556029960969
562.625,3.553616632343037
562.75,3.5324423853206226
562.875,3.511126976651391
563.0,3.4898115679821586
563.125,3.4642613099084443
563.25,3.443087062886028
563.375,3.4219128158636125
563.5,3.4005974071943808
563.625,3.383516847929632
563.75,3.3706711380693664
563.875,3.3622014392604016
564.0,3.349496891046952
564.125,3.33255749342902
564.25,3.3156180958110877
564.375,3.298678698193154
564.5,3.2817393005752207
564.625,3.2690347523617707
564.75,3.2561890425015063
564.875,3.2475781820457255
565.0,3.2389673215899415
565.125,3.230497622780976
565.25,3.2220279239720098
565.375,3.213558225163045
565.5,3.2050885263540776
565.625,3.2008536769495954
565.75,3.1966188275451115
565.875,3.1966188275451115
566.0,3.1923839781406276
566.125,3.1881491287361454
566.25,3.179679429927178
566.375,3.171209731118212
566.5,3.1585051829047637
566.625,3.1456594730444976
566.75,3.1328137631842328
566.875,3.1242029027284492
567.0,3.119968053323967
567.125,3.1157332039194845
567.25,3.1114983545150023
567.375,3.103028655706035
567.5,3.094558956897069
567.625,3.0860892580881027
567.75,3.0818544086836193
567.875,3.0818544086836193
568.0,3.0860892580881027
568.125,3.0903241074925853
568.25,3.094558956897069
568.375,3.094558956897069
568.5,3.0860892580881027
568.625,3.0776195592791353
568.75,3.0649150110656884
568.875,3.060680161661205
569.0,3.056445312256721
569.125,3.056445312256721
569.25,3.060680161661205
569.375,3.0649150110656884
569.5,3.069149860470171
569.625,3.0649150110656884
569.75,3.060680161661205
569.875,3.060680161661205
570.0,3.0649150110656884
570.125,3.073384709874653
